k_index,band_index,distance_bohr_inv,kx,ky,kz,gradscf_hartree,pyscf_hartree,difference_ev
1.000000000000000000e+00,2.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,2.410511260313062953e-01,2.410511260315469917e-01,-6.549681395162874381e-12
1.000000000000000000e+00,3.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,2.410511260313064064e-01,2.410511260317362292e-01,-1.169607542498757711e-11
1.000000000000000000e+00,4.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,3.500728186649032514e-01,3.500728186646699380e-01,6.348780190006817741e-12
1.000000000000000000e+00,5.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,3.594010664904245811e-01,3.594010664898663610e-01,1.518994375225042840e-11
1.000000000000000000e+00,6.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,3.594010664904247476e-01,3.594010664901560737e-01,7.310991225227931508e-12
1.000000000000000000e+00,7.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,5.102698705566017373e-02,0.000000000000000000e+00,3.799825644193672303e-01,3.799825644193818297e-01,-3.972708041807739657e-13
2.000000000000000000e+00,0.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,-2.021406894742035221e-01,-2.021406894741570870e-01,-1.263562842955199334e-12
2.000000000000000000e+00,1.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,2.176780372882505254e-01,2.176780372880103009e-01,6.536841844457411784e-12
2.000000000000000000e+00,2.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,2.267657908522547061e-01,2.267657908519430665e-01,8.480145607113555615e-12
2.000000000000000000e+00,3.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,2.267657908522548449e-01,2.267657908524210453e-01,-4.522542919076947683e-12
2.000000000000000000e+00,4.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,3.466318406330406443e-01,3.466318406336635349e-01,-1.694971746658731746e-11
2.000000000000000000e+00,5.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,3.797003361047457393e-01,3.797003361045673264e-01,4.854860702041853514e-12
2.000000000000000000e+00,6.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,3.797003361047459058e-01,3.797003361055005244e-01,-2.053421791647696375e-11
2.000000000000000000e+00,7.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,1.020539741113203475e-01,0.000000000000000000e+00,3.991370190377008242e-01,3.991370190375701510e-01,3.555800277724493843e-12
3.000000000000000000e+00,0.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,-1.966483872246939379e-01,-1.966483872246492237e-01,-1.216736246264689824e-12
3.000000000000000000e+00,1.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,1.912783720097522289e-01,1.912783720096453421e-01,2.908535868631484044e-12
3.000000000000000000e+00,2.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,2.097454405311877101e-01,2.097454405308462055e-01,9.292813640000462324e-12
3.000000000000000000e+00,3.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,2.097454405311879322e-01,2.097454405312794701e-01,-2.490872836859681719e-12
3.000000000000000000e+00,4.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,3.416387431406697761e-01,3.416387431410388142e-01,-1.004203918704861286e-11
3.000000000000000000e+00,5.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,4.066155158937294067e-01,4.066155158936780589e-01,1.397245223829718358e-12
3.000000000000000000e+00,6.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,4.066155158937304059e-01,4.066155158946830883e-01,-2.592380814201689175e-11
3.000000000000000000e+00,7.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,1.530809611669805281e-01,0.000000000000000000e+00,4.214666091152471372e-01,4.214666091152110550e-01,9.818479951235858680e-13
4.000000000000000000e+00,0.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,-1.889436790724255411e-01,-1.889436790723807991e-01,-1.217491513953246436e-12
4.000000000000000000e+00,1.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,1.627752873212784113e-01,1.627752873214213802e-01,-3.890383863755070114e-12
4.000000000000000000e+00,2.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,1.927896615896216304e-01,1.927896615894340304e-01,5.104854306954090104e-12
4.000000000000000000e+00,3.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,1.927896615896218246e-01,1.927896615896783905e-01,-1.539235549278359908e-12
4.000000000000000000e+00,4.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,3.359235345491308755e-01,3.359235345489647862e-01,4.519521848322721237e-12
4.000000000000000000e+00,5.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,4.371114398449917893e-01,4.371114398450142713e-01,-6.117668277308496640e-13
4.000000000000000000e+00,6.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,4.371114398449921779e-01,4.371114398456990013e-01,-1.923364695678249126e-11
4.000000000000000000e+00,7.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,2.041079482226406949e-01,0.000000000000000000e+00,4.417960039889948787e-01,4.417960039892202539e-01,-6.132773631079628870e-12
5.000000000000000000e+00,0.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,-1.790558663573688647e-01,-1.790558663573232900e-01,-1.240149544609944579e-12
5.000000000000000000e+00,1.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,1.336222916756850398e-01,1.336222916758137425e-01,-3.502176271836975032e-12
5.000000000000000000e+00,2.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,1.770927386082346566e-01,1.770927386080778931e-01,4.265751904967702195e-12
5.000000000000000000e+00,3.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,1.770927386082348787e-01,1.770927386082958022e-01,-1.657812576381746904e-12
5.000000000000000000e+00,4.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,3.303532128635544574e-01,3.303532128634227849e-01,3.582989914512531857e-12
5.000000000000000000e+00,5.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,4.565155847679079892e-01,4.565155847680543721e-01,-3.983281789447532319e-12
5.000000000000000000e+00,6.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,4.695786260990058580e-01,4.695786260990032490e-01,7.099516272432082508e-14
5.000000000000000000e+00,7.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,2.551349352783008895e-01,0.000000000000000000e+00,4.695786260990062466e-01,4.695786260997487083e-01,-2.020341066888917155e-11
6.000000000000000000e+00,0.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,-1.670401989519954833e-01,-1.670401989519479102e-01,-1.294528818186020204e-12
6.000000000000000000e+00,1.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,1.044826433222151713e-01,1.044826433222420248e-01,-7.307214886785148652e-13
6.000000000000000000e+00,2.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,1.631815737238924979e-01,1.631815737237650721e-01,3.467433958163371307e-12
6.000000000000000000e+00,3.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,1.631815737238926090e-01,1.631815737239651620e-01,-1.974269737886964297e-12
6.000000000000000000e+00,4.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,3.257838243183380778e-01,3.257838243184654203e-01,-3.465168155097701270e-12
6.000000000000000000e+00,5.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,4.629377881967057240e-01,4.629377881966231789e-01,2.246166105767341611e-12
6.000000000000000000e+00,6.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,5.028161941923044997e-01,5.028161941922428824e-01,1.676694268595661990e-12
6.000000000000000000e+00,7.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,3.061619223339610563e-01,0.000000000000000000e+00,5.028161941923048328e-01,5.028161941930557877e-01,-2.043452258158749022e-11
7.000000000000000000e+00,0.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,-1.529714137222583925e-01,-1.529714137222094594e-01,-1.331536934925293763e-12
7.000000000000000000e+00,1.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,7.571631442820439539e-02,7.571631442822390756e-02,-5.309531850552929398e-13
7.000000000000000000e+00,2.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,1.512955219928364958e-01,1.512955219928396877e-01,-8.685578418400951521e-14
7.000000000000000000e+00,3.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,1.512955219928366346e-01,1.512955219929019712e-01,-1.777900138862246921e-12
7.000000000000000000e+00,4.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,3.230444837214098142e-01,3.230444837215606935e-01,-4.105635154993702171e-12
7.000000000000000000e+00,5.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,4.596418060594235078e-01,4.596418060593693289e-01,1.474282528062491924e-12
7.000000000000000000e+00,6.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,5.355710495430681117e-01,5.355710495430178186e-01,1.368545051664567323e-12
7.000000000000000000e+00,7.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,3.571889093896212786e-01,0.000000000000000000e+00,5.355710495430685558e-01,5.355710495432975948e-01,-6.232468965969099973e-12
8.000000000000000000e+00,0.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,-1.369401503527063468e-01,-1.369401503526590513e-01,-1.286976141300454088e-12
8.000000000000000000e+00,1.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.756657040701334216e-02,4.756657040705947193e-02,-1.255254898381076607e-12
8.000000000000000000e+00,2.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,1.415389570139692077e-01,1.415389570140122844e-01,-1.172175452639850150e-12
8.000000000000000000e+00,3.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,1.415389570139697351e-01,1.415389570141092623e-01,-3.796730670374051095e-12
8.000000000000000000e+00,4.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,3.229255184891063335e-01,3.229255184891720587e-01,-1.788473886502039483e-12
8.000000000000000000e+00,5.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.470587745771307797e-01,4.470587745772194865e-01,-2.413835532626908154e-12
8.000000000000000000e+00,6.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,5.663357842615207582e-01,5.663357842610226012e-01,1.355554447421393807e-11
8.000000000000000000e+00,7.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,4.082158964452813898e-01,0.000000000000000000e+00,5.663357842615218685e-01,5.663357842615798221e-01,-1.576998933706190281e-12
9.000000000000000000e+00,0.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,-1.190517526579048385e-01,-1.190517526578577234e-01,-1.282066901324836215e-12
9.000000000000000000e+00,1.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,2.022508440223152668e-02,2.022508440228454329e-02,-1.442655693604184145e-12
9.000000000000000000e+00,2.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,1.339501726634511058e-01,1.339501726634772794e-01,-7.122174303088780853e-13
9.000000000000000000e+00,3.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,1.339501726634512169e-01,1.339501726636179724e-01,-4.537648272848079913e-12
9.000000000000000000e+00,4.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,3.261610854500511247e-01,3.261610854500915369e-01,-1.099669754538416253e-12
9.000000000000000000e+00,5.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,4.275379544953605282e-01,4.275379544954693856e-01,-2.962159874519002855e-12
9.000000000000000000e+00,6.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,5.933112065335915952e-01,5.933112065328632889e-01,1.981822414772530170e-11
9.000000000000000000e+00,7.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,4.592428835009415566e-01,0.000000000000000000e+00,5.933112065335921503e-01,5.933112065337482477e-01,-4.247625480442343519e-12
1.000000000000000000e+01,0.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,-9.942521738383970631e-02,-9.942521738379095364e-02,-1.326627694949675890e-12
1.000000000000000000e+01,1.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,-6.150043289817693284e-03,-6.150043289760542820e-03,-1.555143374968583399e-12
1.000000000000000000e+01,2.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,1.285363160499041202e-01,1.285363160499378432e-01,-9.176502415962744960e-13
1.000000000000000000e+01,3.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,1.285363160499045365e-01,1.285363160500090363e-01,-2.843582847415615859e-12
1.000000000000000000e+01,4.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,3.333913674462292698e-01,3.333913674462385401e-01,-2.522594079779059201e-13
1.000000000000000000e+01,5.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,4.045766805482518547e-01,4.045766805483680950e-01,-3.163061079675059496e-12
1.000000000000000000e+01,6.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,6.145337037374798417e-01,6.145337037371251254e-01,9.652321059753405361e-12
1.000000000000000000e+01,7.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,5.102698705566017789e-01,0.000000000000000000e+00,6.145337037374810629e-01,6.145337037376109590e-01,-3.534652782444909125e-12
1.100000000000000000e+01,0.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,-7.819005701420436716e-02,-7.819005701415526755e-02,-1.336068541056633432e-12
1.100000000000000000e+01,1.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,-3.142560072607138155e-02,-3.142560072601163768e-02,-1.625713699618091218e-12
1.100000000000000000e+01,2.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,1.252924426025405213e-01,1.252924426025778526e-01,-1.015835041108632982e-12
1.100000000000000000e+01,3.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,1.252924426025408544e-01,1.252924426025965599e-01,-1.515822250933105153e-12
1.100000000000000000e+01,4.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,3.450769631799261439e-01,3.450769631798970005e-01,7.930310729844347085e-13
1.100000000000000000e+01,5.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,3.816465955015387324e-01,3.816465955016512535e-01,-3.061855209408474766e-12
1.100000000000000000e+01,6.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,6.281640674798163460e-01,6.281640674797847046e-01,8.610051649545291380e-13
1.100000000000000000e+01,7.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,5.612968576122618902e-01,0.000000000000000000e+00,6.281640674798176782e-01,6.281640674799252588e-01,-2.927417560845399130e-12
1.200000000000000000e+01,0.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,-5.548007490486985688e-02,-5.548007490664391694e-02,4.827463366639463204e-11
1.200000000000000000e+01,1.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,-5.548001032562598078e-02,-5.548001032374513114e-02,-5.118052609811616198e-11
1.200000000000000000e+01,2.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,1.242120550161696230e-01,1.242120550161824599e-01,-3.493113059574295896e-13
1.200000000000000000e+01,3.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,1.242120550161698034e-01,1.242120550162383597e-01,-1.865511190734813048e-12
1.200000000000000000e+01,4.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,3.613299797713703243e-01,3.613299797717881567e-01,-1.136979978353112417e-11
1.200000000000000000e+01,5.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,3.613312303554254701e-01,3.613312303550572091e-01,1.002089169176902854e-11
1.200000000000000000e+01,6.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.328704486113908567e-01,6.328704486112646244e-01,3.434957447555437214e-12
1.200000000000000000e+01,7.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.123238446679221125e-01,0.000000000000000000e+00,6.328704486113915229e-01,6.328704486116828454e-01,-7.927289659090121648e-12
1.300000000000000000e+01,0.000000000000000000e+00,6.378373381957521682e-01,2.551349352783008687e-02,6.123238446679221125e-01,0.000000000000000000e+00,-5.540481811625791453e-02,-5.540481811803327217e-02,4.830994243083464832e-11
1.300000000000000000e+01,1.000000000000000000e+00,6.378373381957521682e-01,2.551349352783008687e-02,6.123238446679221125e-01,0.000000000000000000e+00,-5.540475347644210902e-02,-5.540475347455992711e-02,-5.121677894716688257e-11
1.300000000000000000e+01,2.000000000000000000e+00,6.378373381957521682e-01,2.551349352783008687e-02,6.123238446679221125e-01,0.000000000000000000e+00,1.234893859140144962e-01,1.234893859140627353e-01,-1.312655242711378678e-12
1.300000000000000000e+01,3.000000000000000000e+00,6.378373381957521682e-01,2.551349352783008687e-02,6.123238446679221125e-01,0.000000000000000000e+00,1.234893860668106330e-01,1.234893860668439258e-01,-9.059435924236471186e-13
1.300000000000000000e+01,4.000000000000000000e+00,6.378373381957521682e-01,2.551349352783008687e-02,6.123238446679221125e-01,0.000000000000000000e+00,3.632234945102270629e-01,3.632234945106427304e-01,-1.131088890382370888e-11
1.300000000000000000e+01,5.000000000000000000e+00,6.378373381957521682e-01,2.551349352783008687e-02,6.123238446679221125e-01,0.000000000000000000e+00,3.632247494215396499e-01,3.632247494211702232e-01,1.005261293468840663e-11
1.300000000000000000e+01,6.000000000000000000e+00,6.378373381957521682e-01,2.551349352783008687e-02,6.123238446679221125e-01,0.000000000000000000e+00,6.322652912449421292e-01,6.322652912450196228e-01,-2.108707386450039933e-12
1.300000000000000000e+01,7.000000000000000000e+00,6.378373381957521682e-01,2.551349352783008687e-02,6.123238446679221125e-01,0.000000000000000000e+00,6.322652978376654964e-01,6.322652978377569788e-01,-2.489362301482568496e-12
1.400000000000000000e+01,0.000000000000000000e+00,6.633508317235822238e-01,5.102698705566017373e-02,6.123238446679221125e-01,0.000000000000000000e+00,-5.518307669077524708e-02,-5.518307669255818892e-02,4.851631932673274126e-11
1.400000000000000000e+01,1.000000000000000000e+00,6.633508317235822238e-01,5.102698705566017373e-02,6.123238446679221125e-01,0.000000000000000000e+00,-5.518301187212366898e-02,-5.518301187023486737e-02,-5.139691029088763128e-11
1.400000000000000000e+01,2.000000000000000000e+00,6.633508317235822238e-01,5.102698705566017373e-02,6.123238446679221125e-01,0.000000000000000000e+00,1.214142947521099358e-01,1.214142947521790888e-01,-1.881749446038780095e-12
1.400000000000000000e+01,3.000000000000000000e+00,6.633508317235822238e-01,5.102698705566017373e-02,6.123238446679221125e-01,0.000000000000000000e+00,1.214142952410676574e-01,1.214142952410805359e-01,-3.504442074902645068e-13
1.400000000000000000e+01,4.000000000000000000e+00,6.633508317235822238e-01,5.102698705566017373e-02,6.123238446679221125e-01,0.000000000000000000e+00,3.687854113031379111e-01,3.687854113035347603e-01,-1.079881741098233153e-11
1.400000000000000000e+01,5.000000000000000000e+00,6.633508317235822238e-01,5.102698705566017373e-02,6.123238446679221125e-01,0.000000000000000000e+00,3.687866789680178115e-01,3.687866789676509938e-01,9.981617771964085553e-12
1.400000000000000000e+01,6.000000000000000000e+00,6.633508317235822238e-01,5.102698705566017373e-02,6.123238446679221125e-01,0.000000000000000000e+00,6.304417226487998294e-01,6.304417226488806536e-01,-2.199339509076832506e-12
1.400000000000000000e+01,7.000000000000000000e+00,6.633508317235822238e-01,5.102698705566017373e-02,6.123238446679221125e-01,0.000000000000000000e+00,6.304417487387422581e-01,6.304417487388505048e-01,-2.945543985370757402e-12
1.500000000000000000e+01,0.000000000000000000e+00,6.888643252514122794e-01,7.654048058349026407e-02,6.123238446679221125e-01,0.000000000000000000e+00,-5.482689680416165390e-02,-5.482689680595508736e-02,4.880181051300714081e-11
1.500000000000000000e+01,1.000000000000000000e+00,6.888643252514122794e-01,7.654048058349026407e-02,6.123238446679221125e-01,0.000000000000000000e+00,-5.482683169708407744e-02,-5.482683169518666466e-02,-5.163123209126232066e-11
1.500000000000000000e+01,2.000000000000000000e+00,6.888643252514122794e-01,7.654048058349026407e-02,6.123238446679221125e-01,0.000000000000000000e+00,1.182371497632817015e-01,1.182371497633791652e-01,-2.652122488366516559e-12
1.500000000000000000e+01,3.000000000000000000e+00,6.888643252514122794e-01,7.654048058349026407e-02,6.123238446679221125e-01,0.000000000000000000e+00,1.182371505020612251e-01,1.182371505020380076e-01,6.317814214775996669e-13
1.500000000000000000e+01,4.000000000000000000e+00,6.888643252514122794e-01,7.654048058349026407e-02,6.123238446679221125e-01,0.000000000000000000e+00,3.776880301803167694e-01,3.776880301806997409e-01,-1.042118356670402820e-11
1.500000000000000000e+01,5.000000000000000000e+00,6.888643252514122794e-01,7.654048058349026407e-02,6.123238446679221125e-01,0.000000000000000000e+00,3.776893182973114493e-01,3.776893182969576213e-01,9.628152493719593793e-12
1.500000000000000000e+01,6.000000000000000000e+00,6.888643252514122794e-01,7.654048058349026407e-02,6.123238446679221125e-01,0.000000000000000000e+00,6.273767538525090171e-01,6.273767538526051624e-01,-2.616247273160078017e-12
