k_index,band_index,distance_bohr_inv,kx,ky,kz,gradscf_hartree,pyscf_hartree,difference_ev
8.000000000000000000e+00,6.000000000000000000e+00,6.214220122505965671e-01,0.000000000000000000e+00,6.214220122505965671e-01,0.000000000000000000e+00,1.036448593634319293e+00,1.036448593633858994e+00,1.252535934702272887e-11
8.000000000000000000e+00,7.000000000000000000e+00,6.214220122505965671e-01,0.000000000000000000e+00,6.214220122505965671e-01,0.000000000000000000e+00,1.036448593634320181e+00,1.036448593633894300e+00,1.158882741321254029e-11
9.000000000000000000e+00,0.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,-1.008257511413661600e-01,-1.008257511417101487e-01,9.360410098126277337e-12
9.000000000000000000e+00,1.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,1.730293723730516320e-01,1.730293723725973010e-01,1.236297679398305840e-11
9.000000000000000000e+00,2.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,2.746584015153927250e-01,2.746584015149297064e-01,1.259937558050127558e-11
9.000000000000000000e+00,3.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,2.746584015153932801e-01,2.746584015149299840e-01,1.260692825738684210e-11
9.000000000000000000e+00,4.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,7.449486764291836094e-01,7.449486764288123508e-01,1.010246060213314178e-11
9.000000000000000000e+00,5.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,9.662336332126155725e-01,9.662336332120415872e-01,1.561893579935058212e-11
9.000000000000000000e+00,6.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,1.070115477285422001e+00,1.070115477284926175e+00,1.349210198837518351e-11
9.000000000000000000e+00,7.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,6.990997637819211796e-01,0.000000000000000000e+00,1.070115477285423999e+00,1.070115477284938166e+00,1.322020562049480499e-11
1.000000000000000000e+01,0.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,-6.137528897295479319e-02,-6.137528897330514488e-02,9.533555215727880171e-12
1.000000000000000000e+01,1.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,1.224747244392339479e-01,1.224747244388148248e-01,1.140491973104900671e-11
1.000000000000000000e+01,2.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,2.633353115786155607e-01,2.633353115781415510e-01,1.289846158516969131e-11
1.000000000000000000e+01,3.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,2.633353115786160048e-01,2.633353115781889575e-01,1.162054865613191677e-11
1.000000000000000000e+01,4.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,7.654602574610743781e-01,7.654602574606665932e-01,1.109639288027363363e-11
1.000000000000000000e+01,5.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,9.189095822702855187e-01,9.189095822698244431e-01,1.254650684230231480e-11
1.000000000000000000e+01,6.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,1.095641197363030672e+00,1.095641197362409169e+00,1.691195408215948809e-11
1.000000000000000000e+01,7.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,7.767775153132457922e-01,0.000000000000000000e+00,1.095641197363031782e+00,1.095641197362624553e+00,1.108128752650250059e-11
1.100000000000000000e+01,0.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,-1.904357508084900119e-02,-1.904357508121236331e-02,9.887586944738787724e-12
1.100000000000000000e+01,1.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,7.322239805606658991e-02,7.322239805569062676e-02,1.023047847534348571e-11
1.100000000000000000e+01,2.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,2.565358689901450218e-01,2.565358689896235500e-01,1.418996933260148527e-11
1.100000000000000000e+01,3.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,2.565358689901456879e-01,2.565358689897477840e-01,1.082751758314748236e-11
1.100000000000000000e+01,4.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,7.936073259488023446e-01,7.936073259482401276e-01,1.529870229940258046e-11
1.100000000000000000e+01,5.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,8.720398091245292749e-01,8.720398091241503558e-01,1.031091448417476413e-11
1.100000000000000000e+01,6.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,1.111596816022407230e+00,1.111596816021685363e+00,1.964300204398016944e-11
1.100000000000000000e+01,7.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,8.544552668445702936e-01,0.000000000000000000e+00,1.111596816022410117e+00,1.111596816022227152e+00,4.978724602965136993e-12
1.200000000000000000e+01,0.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,2.591477083023741371e-02,2.591477082706269280e-02,8.638855671017619129e-11
1.200000000000000000e+01,1.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,2.591529583183717345e-02,2.591529583428641911e-02,-6.664736986668365386e-11
1.200000000000000000e+01,2.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,2.542690397104753752e-01,2.542690397099248711e-01,1.497997933483169404e-11
1.200000000000000000e+01,3.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,2.542690397104755973e-01,2.542690397100861310e-01,1.059791620582627408e-11
1.200000000000000000e+01,4.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,8.294650909680314488e-01,8.294650909685808982e-01,-1.495127916266654321e-11
1.200000000000000000e+01,5.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,8.294686996331962492e-01,8.294686996316116279e-01,4.311974287507366738e-11
1.200000000000000000e+01,6.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,1.117027496583358204e+00,1.117027496582598589e+00,2.067016610041715140e-11
1.200000000000000000e+01,7.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,9.321330183758949062e-01,0.000000000000000000e+00,1.117027496583360424e+00,1.117027496583308688e+00,1.407818971469510717e-12
1.300000000000000000e+01,0.000000000000000000e+00,9.709718941415571569e-01,3.883887576566228544e-02,9.321330183758949062e-01,0.000000000000000000e+00,2.625011947823344474e-02,2.625011947504559892e-02,8.674570391840239297e-11
1.300000000000000000e+01,1.000000000000000000e+00,9.709718941415571569e-01,3.883887576566228544e-02,9.321330183758949062e-01,0.000000000000000000e+00,2.625064429540418035e-02,2.625064429785690587e-02,-6.674206155313643921e-11
1.300000000000000000e+01,2.000000000000000000e+00,9.709718941415571569e-01,3.883887576566228544e-02,9.321330183758949062e-01,0.000000000000000000e+00,2.530198238579923764e-01,2.530198238575222525e-01,1.279272410877176651e-11
1.300000000000000000e+01,3.000000000000000000e+00,9.709718941415571569e-01,3.883887576566228544e-02,9.321330183758949062e-01,0.000000000000000000e+00,2.530198239377496883e-01,2.530198239373068758e-01,1.204954070323206887e-11
1.300000000000000000e+01,4.000000000000000000e+00,9.709718941415571569e-01,3.883887576566228544e-02,9.321330183758949062e-01,0.000000000000000000e+00,8.321123102624260470e-01,8.321123102629701673e-01,-1.480626776646367380e-11
1.300000000000000000e+01,5.000000000000000000e+00,9.709718941415571569e-01,3.883887576566228544e-02,9.321330183758949062e-01,0.000000000000000000e+00,8.321159220424771963e-01,8.321159220409015678e-01,4.287503614398132121e-11
1.300000000000000000e+01,6.000000000000000000e+00,9.709718941415571569e-01,3.883887576566228544e-02,9.321330183758949062e-01,0.000000000000000000e+00,1.116624291157080506e+00,1.116624291156636195e+00,1.209032515841412549e-11
1.300000000000000000e+01,7.000000000000000000e+00,9.709718941415571569e-01,3.883887576566228544e-02,9.321330183758949062e-01,0.000000000000000000e+00,1.116624309332568510e+00,1.116624309332113762e+00,1.237430580931140818e-11
1.400000000000000000e+01,0.000000000000000000e+00,1.009810769907219408e+00,7.767775153132457089e-02,9.321330183758949062e-01,0.000000000000000000e+00,2.724631788113471981e-02,2.724631787792064844e-02,8.745933747562731367e-11
1.400000000000000000e+01,1.000000000000000000e+00,1.009810769907219408e+00,7.767775153132457089e-02,9.321330183758949062e-01,0.000000000000000000e+00,2.724684218026438703e-02,2.724684218273743311e-02,-6.729501190962094651e-11
1.400000000000000000e+01,2.000000000000000000e+00,1.009810769907219408e+00,7.767775153132457089e-02,9.321330183758949062e-01,0.000000000000000000e+00,2.493847832176387391e-01,2.493847832171611489e-01,1.299589111699349359e-11
1.400000000000000000e+01,3.000000000000000000e+00,1.009810769907219408e+00,7.767775153132457089e-02,9.321330183758949062e-01,0.000000000000000000e+00,2.493847835933100388e-01,2.493847835929394741e-01,1.008357890991922710e-11
1.400000000000000000e+01,4.000000000000000000e+00,1.009810769907219408e+00,7.767775153132457089e-02,9.321330183758949062e-01,0.000000000000000000e+00,8.398831171867013889e-01,8.398831171872253032e-01,-1.425643288919446709e-11
1.400000000000000000e+01,5.000000000000000000e+00,1.009810769907219408e+00,7.767775153132457089e-02,9.321330183758949062e-01,0.000000000000000000e+00,8.398867368657014776e-01,8.398867368641255160e-01,4.288409935624400621e-11
1.400000000000000000e+01,6.000000000000000000e+00,1.009810769907219408e+00,7.767775153132457089e-02,9.321330183758949062e-01,0.000000000000000000e+00,1.115400485259705698e+00,1.115400485259159469e+00,1.486366811079397547e-11
1.400000000000000000e+01,7.000000000000000000e+00,1.009810769907219408e+00,7.767775153132457089e-02,9.321330183758949062e-01,0.000000000000000000e+00,1.115400558128655906e+00,1.115400558128069708e+00,1.595125358231548634e-11
1.500000000000000000e+01,0.000000000000000000e+00,1.048649645672881769e+00,1.165166272969868633e-01,9.321330183758949062e-01,0.000000000000000000e+00,2.887295677137322394e-02,2.887295676811798412e-02,8.857958827467889400e-11
1.500000000000000000e+01,1.000000000000000000e+00,1.048649645672881769e+00,1.165166272969868633e-01,9.321330183758949062e-01,0.000000000000000000e+00,2.887348032458428304e-02,2.887348032709634305e-02,-6.835663505434832510e-11
1.500000000000000000e+01,2.000000000000000000e+00,1.048649645672881769e+00,1.165166272969868633e-01,9.321330183758949062e-01,0.000000000000000000e+00,2.436788178357180978e-01,2.436788178352139456e-01,1.371868229494216454e-11
1.500000000000000000e+01,3.000000000000000000e+00,1.048649645672881769e+00,1.165166272969868633e-01,9.321330183758949062e-01,0.000000000000000000e+00,2.436788188573224545e-01,2.436788188570494784e-01,7.428057716954206089e-12
1.500000000000000000e+01,4.000000000000000000e+00,1.048649645672881769e+00,1.165166272969868633e-01,9.321330183758949062e-01,0.000000000000000000e+00,8.522924467284909156e-01,8.522924467290181605e-01,-1.434706501182125885e-11
1.500000000000000000e+01,5.000000000000000000e+00,1.048649645672881769e+00,1.165166272969868633e-01,9.321330183758949062e-01,0.000000000000000000e+00,8.522960748451606783e-01,8.522960748435982614e-01,4.251552872422837818e-11
1.500000000000000000e+01,6.000000000000000000e+00,1.048649645672881769e+00,1.165166272969868633e-01,9.321330183758949062e-01,0.000000000000000000e+00,1.113313304728390518e+00,1.113313304727722608e+00,1.817476165742613122e-11
1.500000000000000000e+01,7.000000000000000000e+00,1.048649645672881769e+00,1.165166272969868633e-01,9.321330183758949062e-01,0.000000000000000000e+00,1.113313469237059428e+00,1.113313469236318687e+00,2.015658407219866042e-11
